id,modulo,rota,stub,uc,rf,prioridade,tipo,titulo_pt,titulo_en,passos_pt,passos_en,criterio_pt,criterio_en,status,verificado,execucao,falha,testado_por,data_teste,devolucoes,ultima_devolucao,referencia,observacoes
QA-LAU-17,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/comparar-versoes-dialog.component.ts,UC-11,RF-LAUD-09,media,funcional,Comparar duas versões de lauda lado a lado,Compare two script versions side by side,,,As diferenças ficam destacadas e correspondem ao que mudou de fato,Differences are highlighted and match what actually changed,nao_testado,nao,,,,,0,,,
QA-LAU-18,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/resgatar-versao-dialog.component.ts,UC-11,RF-LAUD-07,alta,funcional,Resgatar versão anterior da lauda,Restore an earlier script version,,,"O resgate cria uma nova versão com o conteúdo antigo, sem apagar o histórico","The restore creates a new version with the old content, without erasing history",nao_testado,nao,,,,,0,,,
QA-LAU-19,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/lauda-bloqueada-dialog.component.ts,UC-08,,alta,funcional,Lauda em edição por outro usuário aparece bloqueada com o nome dele,A script being edited by another user shows locked with their name,,,O segundo usuário é impedido de editar e vê quem está com a lauda,The second user is prevented from editing and sees who holds the script,nao_testado,nao,,,,,0,,,
QA-LAU-20,news-laudas,/:tenant/laudas/:id,features/laudas/detalhe-lauda/descartar-lauda-dialog.component.ts,UC-08,RF-LAUD-10,media,funcional,Descartar lauda,Discard a script,,,A lauda descartada sai do espelho e das listas padrão,The discarded script leaves the rundown and the default lists,nao_testado,nao,,,,,0,,,
QA-LAU-21,news-laudas,/:tenant/laudas,features/laudas/imprimir-lauda/imprimir-lauda-dialog.component.ts,UC-08,,media,interface,Imprimir lauda no formato do estúdio,Print the script in studio format,,,"A impressão sai no formato de lauda, com locução, marcações e tempos","The printout comes out in script format, with voicing, cues and timings",nao_testado,nao,,,,,0,,,
QA-EDI-01,news-edicao,/:tenant/laudas/:id,features/laudas/detalhe-lauda/detalhe-lauda.component.ts,UC-12,RF-EDIC-01,alta,funcional,Abrir lauda aprovada no modo Edição (etapa 5),Open an approved script in Copy editing mode (stage 5),,,Só o editor de texto entra no modo e a lauda fica sob a posse dele,Only the copy editor enters the mode and the script is held by them,nao_testado,nao,,,,,0,,,
QA-EDI-02,news-edicao,/:tenant/laudas/:id,features/laudas/detalhe-lauda/detalhe-lauda.component.ts,UC-12,RF-EDIC-02,alta,funcional,Ajuste da etapa 5 não cria versão nem exige reaprovação,A stage 5 adjustment creates no version and requires no re-approval,,,Após o ajuste o número da versão permanece e a lauda continua aprovada,After the adjustment the version number stays and the script remains approved,nao_testado,nao,,,,,0,,,
QA-EDI-03,news-edicao,/:tenant/laudas/:id,features/laudas/detalhe-lauda/detalhe-lauda.component.ts,UC-12,RF-EDIC-03,media,funcional,Finalizar a edição devolve a lauda ao fluxo,Finishing the edit returns the script to the flow,,,A posse é liberada e a lauda volta a ficar editável para quem tem direito,Ownership is released and the script becomes editable again for whoever has the right,nao_testado,nao,,,,,0,,,
QA-EDI-04,news-edicao,/:tenant/configurar,features/configurar-tenant/aba-processo/aba-processo.component.ts,UC-12,RF-CONF-02,alta,funcional,Etapa Edição desligada não oferece o modo em nenhuma lauda,With Copy editing disabled the mode is offered on no script,,,Com a etapa desligada a lauda aprovada vai direto para o espelho,With the stage disabled the approved script goes straight to the rundown,nao_testado,nao,,,,,0,,,
QA-ESP-01,news-espelhos,/:tenant/espelhos,features/espelhos/lista-espelhos/lista-espelhos.component.ts,UC-13,RF-ESPE-01,alta,funcional,"Lista de espelhos com filtros por programa, data e status","Rundown list with filters by program, date and status",,,Encontrar o espelho de qualquer edição passada funciona pelos três filtros,Finding the rundown of any past edition works through all three filters,liberada,sim,"Validado a busca através da pesquisa por texto, Estado, e data da transmissão.",,Mateus Batalha,2026-09-24,0,,,
QA-ESP-02,news-espelhos,/:tenant/espelhos,features/espelhos/lista-espelhos/lista-espelhos.component.ts,UC-13,RF-ESPE-01,alta,funcional,"Criar espelho vinculado a jornal ou programa, data e edição","Create a rundown linked to a newscast or program, date and edition",,,"Não é possível criar dois espelhos para o mesmo programa, data e edição","It is not possible to create two rundowns for the same program, date and edition",devolvida,sim,"Realizada a criação de dois espelhos com exatamente as mesmas informações de Nome, Programa, Estrutura, Data e Hora.",Sistema permitiu o cadastro dos dois espelhos identicos sem exibir nenhuma mensagem de erro.,Mateus Batalha,2026-09-24,1,2026-09-24,,
QA-ESP-03,news-espelhos,/:tenant/espelhos,core/services/estrutura.service.ts,UC-13,,media,funcional,Aplicar estrutura (modelo) na criação do espelho,Apply a structure (template) when creating the rundown,,,O espelho nasce com os blocos e as laudas padrão do modelo escolhido,The rundown is born with the chosen template's blocks and default scripts,nao_testado,nao,,,,,0,,,
QA-ESP-04,news-espelhos,/:tenant/espelhos/:id,features/espelhos/detalhe-espelho/copiar-espelho-dialog.component.ts,UC-13,,media,funcional,Copiar espelho existente para outra data,Copy an existing rundown to another date,,,A cópia traz blocos e itens e não altera o espelho de origem,The copy brings blocks and items and does not change the source rundown,nao_testado,nao,,,,,0,,,
QA-ESP-05,news-espelhos,/:tenant/espelhos/:id,features/espelhos/detalhe-espelho/conflito-copia-dialog.component.ts,UC-13,,media,funcional,Conflito ao copiar sobre um espelho já existente,Conflict when copying over an existing rundown,,,O sistema avisa do conflito e não sobrescreve sem decisão do usuário,The system warns about the conflict and does not overwrite without the user's decision,nao_testado,nao,,,,,0,,,
QA-ESP-06,news-espelhos,/:tenant/espelhos/:id,features/espelhos/detalhe-espelho/editar-metadados-espelho-dialog.component.ts,UC-13,,baixa,funcional,Editar metadados do espelho,Edit rundown metadata,,,"Programa, data, edição e responsável são alterados e persistem","Program, date, edition and owner are changed and persist",nao_testado,nao,,,,,0,,,
QA-ESP-07,news-espelhos,/:tenant/espelhos/:id,features/espelhos/detalhe-espelho/components/espelho-bloco.component.ts,UC-13,RF-ESPE-02,alta,funcional,"Blocos do espelho: criar, renomear e remover","Rundown blocks: create, rename and remove",,,Remover bloco com itens pede confirmação e não apaga as laudas em si,Removing a block with items asks for confirmation and does not delete the scripts themselves,nao_testado,nao,,,,,0,,,
QA-ESP-08,news-espelhos,/:tenant/espelhos/:id,features/espelhos/detalhe-espelho/adicionar-lauda-dialog.component.ts,UC-13,RF-ESPE-02,alta,funcional,Adicionar lauda aprovada como item do espelho,Add an approved script as a rundown item,,,Só laudas aprovadas aparecem na escolha e entram com o tempo delas,Only approved scripts show in the picker and come in with their duration,nao_testado,nao,,,,,0,,,
QA-ESP-09,news-espelhos,/:tenant/espelhos/:id,features/espelhos/detalhe-espelho/adicionar-item-nj-dialog.component.ts,UC-13,RF-ESPE-03,alta,funcional,"Adicionar item não-jornalístico (vinheta, intervalo, comercial)","Add a non-editorial item (jingle, break, commercial)",,,O item entra na sequência com duração própria e soma no tempo do bloco,The item enters the sequence with its own duration and adds to the block time,nao_testado,nao,,,,,0,,,
QA-ESP-10,news-espelhos,/:tenant/espelhos/:id,features/espelhos/detalhe-espelho/components/espelho-blocos.component.ts,UC-13,RF-ESPE-04,alta,funcional,Reordenar itens arrastando dentro e entre blocos,Reorder items by dragging within and between blocks,,,A nova ordem é gravada e continua igual ao recarregar a tela,The new order is saved and stays the same when the screen reloads,nao_testado,nao,,,,,0,,,
QA-ESP-11,news-espelhos,/:tenant/espelhos/:id,features/espelhos/detalhe-espelho/components/espelho-header.component.ts,UC-13,RF-ESPE-05,alta,funcional,"Tempos: duração por item, total por bloco e total do jornal","Timings: duration per item, block total and newscast total",,,O total acompanha cada alteração e sinaliza quando o jornal estoura o tempo,The total follows every change and flags when the newscast runs over,nao_testado,nao,,,,,0,,,
QA-ESP-12,news-espelhos,/:tenant/espelhos/:id,features/espelhos/detalhe-espelho/components/espelho-gaveta.component.ts,UC-15,RF-ESPE-09,media,funcional,Gaveta de laudas aprovadas disponíveis para encaixe,Drawer of approved scripts available to slot in,,,A gaveta lista o que ainda não entrou no espelho e permite arrastar para o bloco,The drawer lists what has not entered the rundown yet and allows dragging into the block,nao_testado,nao,,,,,0,,,
QA-ESP-13,news-espelhos,/:tenant/espelhos/:id,features/espelhos/detalhe-espelho/editar-lauda-modal.component.ts,UC-15,RF-ESPE-09,alta,funcional,"Editar a lauda pelo modal, sem sair do espelho","Edit the script in the modal, without leaving the rundown",,,A alteração salva no modal aparece na lauda e no item do espelho,A change saved in the modal appears in the script and in the rundown item,nao_testado,nao,,,,,0,,,
QA-ESP-14,news-espelhos,/:tenant/espelhos/:id,features/espelhos/dialogs/criar-lauda-no-espelho-dialog.component.ts,UC-15,RF-ESPE-09,alta,funcional,Hub 360: criar lauda direto do item do espelho,360 hub: create a script straight from the rundown item,,,A lauda nasce já encaixada no item e segue o fluxo normal de aprovação,The script is born already slotted into the item and follows the normal approval flow,nao_testado,nao,,,,,0,,,
QA-ESP-15,news-espelhos,/:tenant/espelhos/:id,features/espelhos/dialogs/materia-para-lauda-dialog.component.ts,UC-15,RF-ESPE-10,media,funcional,Hub 360: transformar matéria aprovada em lauda pelo espelho,360 hub: turn an approved story into a script from the rundown,,,"A matéria escolhida vira lauda e ocupa o item, sem trocar de tela","The chosen story becomes a script and fills the item, without switching screens",nao_testado,nao,,,,,0,,,
QA-ESP-16,news-espelhos,/:tenant/espelhos/:id,core/services/espelho-lock.service.ts,UC-13,,alta,funcional,Bloqueio exclusivo do espelho em edição,Exclusive lock on the rundown being edited,,,O segundo editor entra em leitura e vê quem está com o espelho,The second editor enters read-only and sees who holds the rundown,nao_testado,nao,,,,,0,,,
QA-ESP-17,news-espelhos,/:tenant/espelhos/:id,features/espelhos/detalhe-espelho/forcar-desbloqueio-dialog.component.ts,UC-13,,media,permissao,Forçar desbloqueio do espelho,Force-release the rundown lock,,,Só o perfil autorizado força o desbloqueio e a ação fica registrada,Only the authorized role forces the release and the action is recorded,nao_testado,nao,,,,,0,,,
QA-ESP-18,news-espelhos,/:tenant/espelhos/:id,features/espelhos/detalhe-espelho/submeter-espelho-dialog.component.ts,UC-14,RF-ESPE-06,alta,funcional,Submeter espelho ao Gate 3,Submit the rundown to Gate 3,,,Espelho com item sem lauda aprovada é barrado na submissão,A rundown with an item lacking an approved script is blocked at submission,nao_testado,nao,,,,,0,,,
QA-ESP-19,news-espelhos,/:tenant/espelhos/:id,features/espelhos/detalhe-espelho/detalhe-espelho.component.ts,UC-14,RF-ESPE-07,alta,funcional,Aprovar espelho no Gate 3 e congelar a versão,Approve the rundown at Gate 3 and freeze the version,,,O aprovado fica congelado; alteração posterior gera nova versão,What is approved stays frozen; any later change creates a new version,nao_testado,nao,,,,,0,,,
QA-ESP-20,news-espelhos,/:tenant/espelhos/:id,features/espelhos/detalhe-espelho/rejeitar-espelho-dialog.component.ts,UC-14,RF-ESPE-08,alta,funcional,Rejeitar espelho no Gate 3 com motivo,Reject the rundown at Gate 3 with a reason,,,O espelho volta para montagem com o motivo visível para o editor,The rundown returns to assembly with the reason visible to the editor,nao_testado,nao,,,,,0,,,
QA-ESP-21,news-espelhos,/:tenant/espelhos/:id,core/services/espelho-mudanca.service.ts,UC-13,,media,funcional,Substituir e remover item com registro do motivo,Replace and remove an item with the reason recorded,,,A troca de última hora fica registrada com quem fez e por quê,The last-minute swap is recorded with who did it and why,nao_testado,nao,,,,,0,,,
QA-ESP-22,news-espelhos,/:tenant/espelhos/:id,features/espelhos/detalhe-espelho/components/espelho-tabela.component.ts,UC-13,,baixa,interface,Visão em tabela do espelho com seleção de colunas,Rundown table view with column selection,,,A tabela mostra as colunas escolhidas e mantém a ordem dos itens,The table shows the chosen columns and keeps the item order,nao_testado,nao,,,,,0,,,
QA-ESP-23,news-espelhos,/:tenant/espelhos/:id,features/espelhos/detalhe-espelho/components/espelho-mobile-view.component.ts,UC-13,,baixa,interface,Espelho em tela pequena permanece legível e operável,The rundown stays legible and operable on a small screen,,,"No celular dá para consultar blocos, itens e tempos sem quebra de layout","On a phone one can check blocks, items and timings with no layout break",nao_testado,nao,,,,,0,,,
QA-ESP-24,news-espelhos,/:tenant/espelhos/:id,features/espelhos/dialogs/imprimir-bloco-dialog.component.ts,UC-13,,media,interface,Imprimir bloco e espelho completo,Print a block and the full rundown,,,"A impressão traz a sequência, os tempos e as marcações de operação","The printout carries the sequence, the timings and the operation cues",nao_testado,nao,,,,,0,,,
QA-VIS-01,news-visualizador,/:tenant/espelhos/:id/visualizador,features/espelhos/visualizador/visualizador-espelho.component.ts,UC-16,RF-APRE-01,alta,funcional,Abrir o visualizador de estúdio em tela cheia pela rota própria,Open the full-screen studio viewer through its own route,,,A rota abre sem menus do produto e com o espelho aprovado carregado,The route opens with no product menus and with the approved rundown loaded,nao_testado,nao,,,,,0,,,
QA-VIS-02,news-visualizador,/:tenant/espelhos/:id/visualizador,features/espelhos/visualizador/components/visualizador-lista-laudas.component.ts,UC-16,RF-APRE-01,alta,interface,Lista de laudas e área de leitura lado a lado,Script list and reading area side by side,,,Escolher a lauda na lista traz o texto para a área de leitura,Picking the script in the list brings the text into the reading area,nao_testado,nao,,,,,0,,,
QA-VIS-03,news-visualizador,/:tenant/espelhos/:id/visualizador,features/espelhos/visualizador/components/visualizador-area-leitura-continua.component.ts,UC-16,,media,interface,Leitura contínua emenda as laudas em um texto único,Continuous reading joins the scripts into a single text,,,A rolagem passa de uma lauda para a seguinte sem interrupção,Scrolling moves from one script to the next with no interruption,nao_testado,nao,,,,,0,,,
QA-VIS-04,news-visualizador,/:tenant/espelhos/:id/visualizador,features/espelhos/visualizador/components/visualizador-barra-superior.component.ts,UC-16,,media,interface,"Barra superior com relógio, programa e progresso","Top bar with clock, program and progress",,,O relógio corre certo e o progresso reflete o item em leitura,The clock runs correctly and the progress reflects the item being read,nao_testado,nao,,,,,0,,,
QA-VIS-05,news-visualizador,/:tenant/espelhos/:id/visualizador,features/espelhos/visualizador/components/visualizador-barra-inferior.component.ts,UC-16,RF-APRE-02,alta,funcional,Avançar e voltar item a item durante a apresentação,Move forward and back item by item during the presentation,,,A navegação acompanha o espelho e marca o item corrente,Navigation follows the rundown and marks the current item,nao_testado,nao,,,,,0,,,
QA-VIS-06,news-visualizador,/:tenant/espelhos/:id/visualizador,features/espelhos/visualizador/components/visualizador-barra-sincronizacao.component.ts,UC-16,RF-APRE-01,alta,integracao,Sincronizar operador e apresentador em máquinas diferentes,Synchronize operator and presenter on different machines,,,"Os dois acompanham o mesmo item, com atraso perceptível abaixo de 2 segundos","Both follow the same item, with a perceived delay under 2 seconds",nao_testado,nao,,,,,0,,,
QA-VIS-07,news-visualizador,/:tenant/espelhos/:id/visualizador,features/espelhos/visualizador/components/visualizador-player-midia.component.ts,UC-16,,alta,funcional,Disparar a mídia do item pela tela do estúdio,Fire the item's media from the studio screen,,,"A vinheta ou a sonora toca no item certo, sem sair da tela","The jingle or soundbite plays on the right item, without leaving the screen",nao_testado,nao,,,,,0,,,
QA-VIS-08,news-visualizador,/:tenant/espelhos/:id/visualizador,features/espelhos/visualizador/preferencias-popover.component.ts,UC-16,,media,funcional,"Preferências de leitura (fonte, contraste, colunas) persistem","Reading preferences (font, contrast, columns) persist",,,O ajuste feito pelo apresentador volta igual na próxima apresentação,The presenter's adjustment comes back identical in the next presentation,nao_testado,nao,,,,,0,,,
QA-VIS-09,news-visualizador,/:tenant/espelhos/:id/visualizador,features/espelhos/visualizador/cache-falhas-dialog.component.ts,UC-16,,media,funcional,Cache de mídias e aviso de falha de carregamento,Media cache and load-failure warning,,,"Mídia que não carregou é sinalizada antes do ar, com o motivo","Media that failed to load is flagged before air, with the reason",nao_testado,nao,,,,,0,,,
QA-VIS-10,news-visualizador,/:tenant/espelhos/:id/visualizador,core/services/visualizador-leitura.service.ts,UC-16,RF-APRE-02,alta,funcional,Destaque das atualizações recebidas durante a apresentação,Highlight of updates received during the presentation,,,Alteração feita na redação aparece destacada na tela do estúdio,A change made in the newsroom appears highlighted on the studio screen,nao_testado,nao,,,,,0,,,
QA-VIS-11,news-visualizador,/:tenant/espelhos/:id/visualizador,core/services/player-sincronizacao.service.ts,UC-16,RF-APRE-03,alta,funcional,"Marcadores de execução (lido, pulado, atrasado) são definitivos","Execution markers (read, skipped, late) are final",,,O marcador registrado não pode ser apagado e consta na trilha,A recorded marker cannot be erased and shows in the audit trail,nao_testado,nao,,,,,0,,,
QA-BIB-01,news-biblioteca,/:tenant/biblioteca-midias,features/biblioteca-midias/biblioteca-midias.component.ts,,,alta,funcional,"Biblioteca de mídias com filtros, busca e paginação","Media library with filters, search and pagination",,,"Encontrar o áudio por tipo, origem, data e texto livre funciona em conjunto","Finding the audio by type, source, date and free text works in combination",nao_testado,nao,,,,,0,,,
QA-BIB-02,news-biblioteca,/:tenant/biblioteca-midias,features/biblioteca-midias/player-simples-dialog.component.ts,,,media,funcional,Ouvir a mídia pela biblioteca,Play the media from the library,,,"O player abre pela lista, toca e fecha sem afetar a navegação","The player opens from the list, plays and closes without affecting navigation",nao_testado,nao,,,,,0,,,
QA-BIB-03,news-biblioteca,/:tenant/biblioteca-midias,core/services/media-blob.service.ts,,,alta,funcional,Enviar arquivo grande para a biblioteca sem travar a tela,Upload a large file to the library without freezing the screen,,,O envio mostra progresso e conclui com o arquivo disponível,The upload shows progress and completes with the file available,nao_testado,nao,,,,,0,,,
QA-BIB-04,news-biblioteca,/:tenant/biblioteca-midias,core/services/audit-trail.service.ts,UC-17,RF-AUDI-01,media,funcional,Acesso à mídia fica registrado na trilha de auditoria,Media access is recorded in the audit trail,,,"Quem ouviu, o quê e quando aparece na consulta da trilha","Who listened, to what and when shows in the audit trail query",nao_testado,nao,,,,,0,,,
QA-BIB-05,news-biblioteca,/:tenant/biblioteca-midias,core/services/midia.service.ts,,,media,dados,"Mídia mostra a que matéria, lauda ou vinheta está vinculada","Media shows which story, script or jingle it is linked to",,,O vínculo é navegável e some quando a mídia é desvinculada,The link is navigable and disappears when the media is unlinked,nao_testado,nao,,,,,0,,,
QA-CAD-01,news-cadastros,/:tenant/cadastros/recursos,features/cadastros/recursos/lista-recursos/lista-recursos.component.ts,UC-18,RF-RECURSO,media,funcional,"Recursos operacionais: criar, editar, desativar e reativar","Operational resources: create, edit, deactivate and reactivate",,,Recurso desativado não aparece na reserva da pauta e volta ao ser reativado,A deactivated resource does not appear in assignment booking and returns when reactivated,nao_testado,nao,,,,,0,,,
QA-CAD-02,news-cadastros,/:tenant/cadastros/vinhetas,features/cadastros/vinhetas/lista-vinhetas/lista-vinhetas.component.ts,UC-19,RF-VINHETA,media,funcional,Vinhetas: cadastrar com envio de áudio e audição na tela,Jingles: register with audio upload and on-screen playback,,,A vinheta cadastrada fica disponível como item não-jornalístico do espelho,The registered jingle becomes available as a non-editorial rundown item,nao_testado,nao,,,,,0,,,
QA-CAD-03,news-cadastros,/:tenant/cadastros/vinhetas/:id,features/cadastros/vinhetas/detalhe-vinheta/detalhe-vinheta.component.ts,UC-19,RF-VINHETA-03,baixa,funcional,Substituir o áudio de uma vinheta já cadastrada,Replace the audio of an already registered jingle,,,"O áudio novo passa a tocar em todos os espelhos futuros, sem afetar os congelados","The new audio plays in every future rundown, without affecting frozen ones",nao_testado,nao,,,,,0,,,
QA-CAD-04,news-cadastros,/:tenant/cadastros/personalidades,features/cadastros/personalidades/lista-personalidades.component.ts,,,baixa,funcional,"Personalidades: criar, editar e desativar","Personalities: create, edit and deactivate",,,A personalidade cadastrada fica disponível para vínculo na pauta,The registered personality becomes available to link on the assignment,nao_testado,nao,,,,,0,,,
QA-CAD-05,news-cadastros,/:tenant/cadastros/entidades,features/cadastros/entidades/lista-entidades.component.ts,,,baixa,funcional,"Entidades: criar, editar e desativar","Entities: create, edit and deactivate",,,A entidade cadastrada aparece nas escolhas das telas do ciclo,The registered entity appears in the pickers on the cycle screens,nao_testado,nao,,,,,0,,,
QA-CAD-06,news-cadastros,/:tenant/cadastros/comissoes,features/cadastros/comissoes/lista-comissoes.component.ts,,,baixa,funcional,"Comissões: criar, editar e desativar","Committees: create, edit and deactivate",,,A comissão cadastrada fica disponível para vínculo na pauta,The registered committee becomes available to link on the assignment,nao_testado,nao,,,,,0,,,
QA-CAD-07,news-cadastros,/:tenant/cadastros/tipos-lauda,features/cadastros/tipos-lauda/lista-tipos-lauda.component.ts,,,media,funcional,"Tipos de Lauda: criar, editar e desativar","Script types: create, edit and deactivate",,,O tipo cadastrado aparece na criação da lauda com o comportamento definido,The registered type appears when creating a script with the defined behavior,nao_testado,nao,,,,,0,,,
QA-CAD-08,news-cadastros,/:tenant/cadastros/temas,features/cadastros/temas/temas-page.component.ts,UC-21,RF-TEMA,media,funcional,"Temas e subtemas: criar, editar e desativar em cascata","Themes and subthemes: create, edit and cascade-deactivate",,,Desativar o tema oferece desativar os subtemas e o efeito é o escolhido,Deactivating the theme offers to deactivate the subthemes and the chosen effect applies,nao_testado,nao,,,,,0,,,
QA-CAD-09,news-cadastros,/:tenant/cadastros/pessoas,features/cadastros/pessoas/lista-pessoas/lista-pessoas.component.ts,,,media,funcional,Pessoas: lista com busca e detalhe completo,People: list with search and full detail,,,Encontrar a fonte pelo nome e abrir o cadastro completo funciona,Finding the source by name and opening the full record works,nao_testado,nao,,,,,0,,,
QA-CAD-10,news-cadastros,/:tenant/cadastros/pessoas/:id,features/cadastros/pessoas/dialogs/form-contato-pessoa-dialog.component.ts,,,media,funcional,"Pessoas: contatos, telefones e endereços","People: contacts, phone numbers and addresses",,,Cada bloco aceita vários registros e o principal fica sinalizado,Each block accepts several records and the primary one is flagged,nao_testado,nao,,,,,0,,,
QA-CAD-11,news-cadastros,/:tenant/cadastros/pessoas/:id,features/cadastros/pessoas/detalhe-pessoa/historico-participacao.component.ts,,,baixa,dados,Pessoas: histórico de participação em pautas e matérias,People: participation history in assignments and stories,,,O histórico lista as aparições reais da pessoa e navega para cada uma,The history lists the person's real appearances and navigates to each one,nao_testado,nao,,,,,0,,,
QA-CAD-12,news-cadastros,/:tenant/cadastros/pessoas-estudio,features/cadastros/pessoas-estudio/lista-pessoas-estudio.component.ts,,,media,funcional,"Pessoas do Estúdio: apresentadores, âncoras e operadores","Studio people: presenters, anchors and operators",,,A pessoa cadastrada fica disponível na escalação do jornal,The registered person becomes available in the newscast lineup,nao_testado,nao,,,,,0,,,
QA-CAD-13,news-cadastros,/:tenant/cadastros/jornais-programas,features/cadastros/jornais-programas/lista-jornais-programas/lista-jornais-programas.component.ts,,,alta,funcional,"Jornais e Programas: horário, dias da semana e responsáveis","Newscasts and programs: time, weekdays and owners",,,O programa cadastrado aparece na criação do espelho com os dados dele,The registered program appears when creating the rundown with its own data,nao_testado,nao,,,,,0,,,
QA-CAD-14,news-cadastros,/:tenant/cadastros/estruturas,features/cadastros/estruturas/lista-estruturas/lista-estruturas.component.ts,,,media,funcional,Estruturas: modelos de espelho com blocos e laudas padrão,Structures: rundown templates with blocks and default scripts,,,A estrutura montada reproduz fielmente os blocos ao ser aplicada,The assembled structure faithfully reproduces the blocks when applied,nao_testado,nao,,,,,0,,,
QA-CAD-15,news-cadastros,/:tenant/cadastros/estruturas/:id,features/cadastros/estruturas/dialogs/propagar-lauda-padrao-dialog.component.ts,,,baixa,funcional,Estruturas: propagar lauda padrão para os espelhos que usam o modelo,Structures: propagate a default script to rundowns using the template,,,A propagação avisa quantos espelhos serão afetados antes de aplicar,The propagation warns how many rundowns will be affected before applying,nao_testado,nao,,,,,0,,,
QA-CAD-16,news-cadastros,/:tenant/cadastros/servidores-midia,features/cadastros/servidores-midia/lista-servidores-midia/lista-servidores-midia.component.ts,,,media,integracao,Servidores de Mídia: cadastrar caminho e testar o acesso,Media servers: register the path and test access,,,O caminho cadastrado é validado e o espelho referencia o áudio certo,The registered path is validated and the rundown references the right audio,nao_testado,nao,,,,,0,,,
QA-CAD-17,news-cadastros,/:tenant/cadastros,features/cadastros,,,alta,funcional,Excluir e desativar têm efeitos distintos em toda lista de cadastro,Delete and deactivate have distinct effects on every registry list,,,Excluir remove o registro; desativar mantém e apenas tira das escolhas,Delete removes the record; deactivate keeps it and only takes it out of the pickers,nao_testado,nao,,,,,0,,,
QA-CHT-01,news-chat,/:tenant,features/chat/chat-dock.component.ts,,,media,funcional,"Dock do chat abre, fecha e mantém o estado entre telas","Chat dock opens, closes and keeps its state across screens",,,Navegar de tela não fecha a conversa aberta nem perde o rascunho,Navigating between screens does not close the open conversation or lose the draft,nao_testado,nao,,,,,0,,,
QA-CHT-02,news-chat,/:tenant,features/chat/janela-conversa.component.ts,,,media,funcional,Conversa individual: enviar e receber mensagem,Direct conversation: send and receive a message,,,A mensagem chega ao destinatário e o não lido é sinalizado,The message reaches the recipient and the unread state is flagged,nao_testado,nao,,,,,0,,,
QA-CHT-03,news-chat,/:tenant,features/chat/criar-grupo-dialog.component.ts,,,baixa,funcional,Criar grupo e gerenciar membros,Create a group and manage members,,,Adicionar e remover membro tem efeito imediato para todos do grupo,Adding and removing a member takes immediate effect for everyone in the group,nao_testado,nao,,,,,0,,,
QA-CHT-04,news-chat,/:tenant,core/services/chat.service.ts,,,baixa,funcional,Presença: quem está disponível na redação,Presence: who is available in the newsroom,,,O indicador reflete quem está de fato conectado no momento,The indicator reflects who is actually connected at the moment,nao_testado,nao,,,,,0,,,
QA-CHT-05,news-chat,/:tenant,features/chat/compartilhar-lauda-dialog.component.ts,,,media,funcional,Compartilhar lauda pelo chat,Share a script through chat,,,O destinatário recebe o cartão da lauda e abre a lauda em um clique,The recipient receives the script card and opens the script in one click,nao_testado,nao,,,,,0,,,
QA-CHT-06,news-chat,/:tenant,features/chat/copiar-lauda-para-espelho-dialog.component.ts,,,media,funcional,Copiar lauda para o espelho a partir da conversa,Copy a script to the rundown from the conversation,,,"A lauda entra no espelho escolhido, no bloco indicado","The script enters the chosen rundown, in the indicated block",nao_testado,nao,,,,,0,,,
QA-AUD-01,news-auditoria,/:tenant/audit-trail,features/audit-trail/audit-trail.component.ts,UC-17,RF-AUDI-02,alta,funcional,"Trilha de auditoria com filtros por entidade, período e usuário","Audit trail with filters by entity, period and user",,,Cada filtro devolve exatamente os eventos correspondentes,Each filter returns exactly the matching events,nao_testado,nao,,,,,0,,,
QA-AUD-02,news-auditoria,/:tenant/audit-trail,features/audit-trail/ver-motivo-dialog.component.ts,UC-17,RF-AUDI-02,media,funcional,Ver o motivo registrado em uma decisão de gate,View the reason recorded on a gate decision,,,"O motivo aparece completo, com autor e data da decisão","The reason shows in full, with the decision's author and date",nao_testado,nao,,,,,0,,,
QA-AUD-03,news-auditoria,/:tenant/audit-trail,features/audit-trail/exportar-audit-dialog.component.ts,UC-17,RF-AUDI-04,media,funcional,Exportar a trilha de auditoria,Export the audit trail,,,O arquivo exportado traz exatamente as linhas filtradas na tela,The exported file carries exactly the rows filtered on screen,nao_testado,nao,,,,,0,,,
QA-AUD-04,news-auditoria,/:tenant/audit-trail,core/services/audit-trail.service.ts,UC-07,RF-AUDI-01,alta,dados,Decisões dos três gates são registradas sem exceção,Decisions at all three gates are recorded without exception,,,"Toda aprovação e rejeição de matéria, lauda e espelho aparece na trilha","Every approval and rejection of story, script and rundown appears in the trail",nao_testado,nao,,,,,0,,,
QA-AUD-05,news-auditoria,/:tenant/audit-trail,core/services/audit-trail.service.ts,UC-17,RF-AUDI-01,alta,dados,Evento de auditoria não pode ser editado nem excluído,An audit event cannot be edited or deleted,,,Não existe ação na tela nem caminho pela API que altere um evento gravado,There is no screen action and no API path that changes a recorded event,nao_testado,nao,,,,,0,,,
