id,modulo,rota,stub,uc,rf,prioridade,tipo,titulo_pt,titulo_en,passos_pt,passos_en,criterio_pt,criterio_en,status,verificado,execucao,falha,testado_por,data_teste,devolucoes,ultima_devolucao,referencia,observacoes
QA-030,aud-participacoes,,,E16/E11; AUD-07/18,,media,dados,Limites da grade,Schedule boundaries,"Enviar antes do início, no início, imediatamente antes do fim e no fim; testar sobreposição e fim à meia-noite.","Send before the start, at the start, right before the end and at the end; test overlap and an end at midnight.",Horário local da estação e janela estrita respeitados; desempate determinístico por nome/Id; origem grava a janela escolhida.,Station local time and strict window respected; deterministic tie-break by name/Id; the source records the chosen window.,nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-98,QA-AUD-98 (catálogo anterior): Regra prevista no épico; não verificada na varredura de 2026-09-09
QA-031,aud-participacoes,,,E16/E11; AUD-07/18,,media,dados,Origem conhecida e legado,Known source and legacy,"Comparar participação manual nova, automática nova e legado sem metadados.","Compare a new manual participation, a new automatic one and legacy without metadata.","Manual=false, automática=true, legado pode ser null; interface não inventa origem do legado.","Manual=false, automatic=true, legacy may be null; the interface does not invent a source for legacy.",nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,,
QA-032,aud-participacoes,,,E16/E11; AUD-07/18,,alta,funcional,Desvincular,Unlink,"Desvincular com motivo; observar duas sessões, histórico e recarga.","Unlink with a reason; observe two sessions, history and reload.","Sai da fila ao vivo; registro permanece no histórico, com operador/motivo/data; status e conteúdo preservados.","Leaves the live queue; the record remains in history, with operator/reason/date; status and content preserved.",liberada,sim,- É possível desvincular a participação do ouvinte do programa e informar o motivo da desvinculação.,,Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-100,QA-AUD-100 (catálogo anterior): Regra prevista no épico; não verificada na varredura de 2026-09-09
QA-033,aud-participacoes,,,E16/E11; AUD-07/18,,alta,funcional,Mover e revincular,Move and relink,Mover vínculo ativo para programa válido; desvincular e usar revincular; consultar trilha.,Move an active link to a valid program; unlink and use relink; check the trail.,Mesma participação e histórico preservados; destino ativo da mesma estação; fila anterior remove e destino atualiza quando aplicável à data.,Same participation and history preserved; active destination in the same station; the previous queue removes it and the destination updates when applicable to the date.,liberada,sim,- É possível mover participação do programa ativo para ativo e programa inativo para programa ativo.,"- Não é possível usar o revincular.
- Não é possível escutar a trilha.",Alisson Delatim,2026-09-24,0,,,
QA-034,aud-participacoes,,,E16/E11; AUD-07/18,,alta,dados,Conflito de vínculo,Link conflict,"Duas sessões alteram o mesmo vínculo; tentar motivo vazio, destino inativo e destino de outra estação.","Two sessions change the same link; try an empty reason, an inactive destination and a destination from another station.",Conflito de versão retorna 409 sem auditoria parcial; entradas inválidas recusadas; atualização vencedora preservada.,Version conflict returns 409 with no partial audit; invalid inputs rejected; winning update preserved.,liberada,sim,"- Com motivo vazio não é possível mover a participação.

- Programa inativo não é possível mover.

- Quando duas sessões move o mesma participação a ultima que vai prevalecer.",- Não é possível mover participação para outra estação.,Alisson Delatim,2026-09-24,0,,,
QA-035,aud-participacoes,,,E16/E11; AUD-07/18,,alta,funcional,Entrada em moderação,Entry into moderation,"Criar participações em programa com Moderation ligado e desligado, incluindo auto-vínculo.","Create participations in a program with Moderation on and off, including auto-link.",Programa moderado cria Analyze; somente aceitas elegíveis chegam à fila ao vivo. Legado sem status não é tratado como Analyze.,A moderated program creates Analyze; only accepted eligible ones reach the live queue. Legacy without status is not treated as Analyze.,nao_implementada,sim,,- Não é possível desligar a vinculação da interação automaticamente.,Alisson Delatim,2026-09-24,0,,,
QA-036,aud-participacoes,,,E16/E11; AUD-07/18,,alta,funcional,Aprovar/reprovar,Approve/reject,Na lista aprovar uma pendente; reprovar outra com motivo; cancelar prompt e testar texto vazio; repetir mesma decisão via API.,"In the list, approve a pending one; reject another with a reason; cancel the prompt and test empty text; repeat the same decision via API.",Aprovação/reprovação persistem com trilha; cancelar/vazio não decide; repetição da mesma decisão é recusada sem duplicar auditoria.,Approval/rejection persist with a trail; cancel/empty does not decide; repeating the same decision is rejected without duplicating the audit.,nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-104,QA-AUD-104 (catálogo anterior): Existe moderação leve (marcar como anunciado); a camada explícita de aprovar e reprovar não foi localizada em 2026-09-09
QA-037,aud-participacoes,,,E16/E11; AUD-07/18,,media,permissao,Revisão técnica da moderação,Moderation technical review,"Com Dev, consultar trilha e testar decisão contrária autorizada pela API; repetir com usuário sem InteractionPanel.","With Dev, check the trail and test an authorized opposite decision through the API; repeat with a user without InteractionPanel.",Trilha acumula mudanças com operador/data; sem permissão não decide. UI atual oferece ações só para Analyze; não há fila dedicada nem diálogo próprio de reprovação.,The trail accumulates changes with operator/date; without permission it does not decide. The current UI offers actions only for Analyze; there is no dedicated queue nor a dedicated rejection dialog.,liberada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,"Catálogo anterior: QA-AUD-106, QA-AUD-107","QA-AUD-106 (catálogo anterior): Depende da camada de moderação; não localizada em 2026-09-09
QA-AUD-107 (catálogo anterior): Depende da camada de moderação; não localizada em 2026-09-09"
QA-AUD-99,aud-participacoes,,Services/Audience/InfoRadio.Audience.Domain,E16; A-036,Onda 2,media,funcional,Sobreposição de programas segue a política configurada,Overlapping programs follow the configured policy,,,"Com dois programas no mesmo horário, o vínculo respeita prioridade, todos ou perguntar","With two programs at the same time, the link respects priority, all or ask",liberada,sim,- O vinculo da participação é vinculado ao programa assim não ocorre erro de cair em outro programa da mesma faixa horária.,,Alisson Delatim,2026-09-24,0,,,Regra prevista no épico; não verificada na varredura de 2026-09-09
QA-AUD-103,aud-participacoes,/:tenant/audience/interactions,Frontends/InfoRadio.Front.React/src/features/audience/interactions,E11; A-021,Onda 2,alta,funcional,Ouvir e visualizar a participação antes de liberar,Listen to and view the participation before releasing it,,,O moderador reproduz o áudio e vê o conteúdo na própria tela de moderação,The moderator plays the audio and sees the content on the moderation screen itself,liberada,sim,- O atendente pode escutar áudio e editar antes de enviar para locutor reproduzir no InfoAudio.,,Alisson Delatim,2026-09-24,0,,,
QA-038,aud-promocoes,,,E4/E8/E9/E15,,alta,funcional,Promoção ponta a ponta,End-to-end promotion,"Criar promoção vigente; incluir participações por atendimento e formulário; abrir lista, histórico e cockpit.","Create a running promotion; add participations through service desk and form; open the list, history and cockpit.",Participações pertencem à promoção/estação corretas e aparecem nos totais com os mesmos filtros.,Participations belong to the correct promotion/station and appear in the totals with the same filters.,liberada,sim,"- Participação por atendimento está vinculando a promoção.

- Participação automática está vinculando a promoção.

- Participação manual está vinculando a promoção.",- Não está contabilizando a participação automática da promoção,Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-49,
QA-039,aud-promocoes,,,E4/E8/E9/E15,,alta,funcional,Filtros de sorteio,Draw filters,"Combinar sexo, cidade, bairro, UF, idade e canal; conferir prévia com massa conhecida; testar conjunto sem elegíveis.","Combine sex, city, neighborhood, state (UF), age and channel; check the preview with known test data; test a set with no eligible listeners.",Elegíveis satisfazem todos os filtros; limites etários conferem; vazio não sorteia nem gera ganhador fictício.,Eligible listeners satisfy all filters; age limits match; an empty set does not draw nor generate a fictitious winner.,liberada,sim,"- Realizado teste manual da ""Segmentação demográfica"" e está funcionando corretamente.",,Alisson Delatim,2026-09-24,1,2026-09-14,"Catálogo anterior: QA-AUD-21, QA-AUD-22, QA-AUD-23, QA-AUD-24, QA-AUD-25",
QA-040,aud-promocoes,,,E4/E8/E9/E15,,alta,dados,Ouvinte único,Unique listener,Mesmo ouvinte participa várias vezes/canais; executar prévia com opção de uma participação por ouvinte ligada e desligada.,The same listener participates several times/channels; run the preview with the one-participation-per-listener option on and off.,"Urna muda conforme opção; cadastro unificado não recebe peso duplicado quando ligada. Conferir elegibilidade, não inferir justiça por uma amostra aleatória.","The draw pool changes according to the option; a unified record does not get duplicated weight when it is on. Check eligibility, rather than inferring fairness from a random sample.",liberada,sim,,- Atualmente a promoção bloqueia do ouvinte participar de vários sorteios. (OBS* Foi falado com CELIM),Alisson Delatim,2026-09-24,0,,"Catálogo anterior: QA-AUD-36, QA-AUD-37, QA-AUD-38",
QA-041,aud-promocoes,,,E4/E8/E9/E15,,alta,funcional,Executar sorteio,Run the draw,"Sortear, conferir ganhadores, bloquear nova execução indevida e consultar histórico.","Run the draw, check winners, block an improper re-run and check the history.",Resultado persiste; quantidade/prêmios corretos; ganhador bloqueado ou inelegível não entra; repetição não duplica premiação.,Result persists; correct quantity/prizes; a blocked or ineligible winner is not included; repetition does not duplicate awarding.,liberada,sim,"- Sorteio automático e manual funcionou.
- Realizado a conferencia dos ganhadores tudo certo,.
- Bloqueia do ouvinte por x dias após ser sorteado.","
",Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-41,
QA-042,aud-promocoes,,,E4/E8/E9/E15,,media,funcional,Recorrência,Recurrence,"Criar recorrência com filtros; inspecionar prévia, editar datas e salvar; conferir ocorrências.","Create a recurrence with filters; inspect the preview, edit dates and save; check the occurrences.",Datas e filtros herdados conforme cadastro; prévia coincide com ocorrências persistidas; datas inválidas recusadas.,Dates and filters inherited according to the record; preview matches the persisted occurrences; invalid dates rejected.,liberada,sim,- Criado sorteio com recorrência é possível editar as datas do sorteio e do filtro por período.,,Alisson Delatim,2026-09-24,0,,"Catálogo anterior: QA-AUD-31, QA-AUD-33",
QA-043,aud-promocoes,,,E4/E8/E9/E15,,alta,dados,Estoque e retirada,Stock and pickup,"Registrar entrada; retirar exatamente saldo; tentar acima, zero/negativo; mudar item/quantidade e concorrer com outra sessão.","Register a stock entry; pick up exactly the balance; try above it, zero/negative; change item/quantity and compete with another session.",Retirada valida inStock atual e servidor barra saldo insuficiente; entrada não recebe teto de retirada; reservas respeitam saldo disponível do domínio.,Pickup validates the current inStock and the server blocks insufficient balance; entry does not get a pickup cap; reservations respect the domain's available balance.,liberada,sim,"- Função de movimentar entrada e saída do brinde funcionando corretamente.

- Com duas sessões abertas recebe o primeiro processamento e logo após contabilidade o segundo processo.",- Sistema deixa ficar com saldo negativo do brande.,Alisson Delatim,2026-09-24,0,,,
QA-044,aud-promocoes,,,E4/E8/E9/E15,,alta,funcional,Ciclo do prêmio,Prize lifecycle,"Reservar prêmio, registrar entrega e expiração nos fluxos aplicáveis; conferir saldos e dashboard.","Reserve a prize, record delivery and expiration in the applicable flows; check balances and dashboard.",Estados e totais reconciliam; entrega não duplica baixa; expiração segue configuração.,States and totals reconcile; delivery does not duplicate the stock deduction; expiration follows configuration.,liberada,sim,"- Realizado a reserva do premio para o ganhador.

- Registrando a entrega dos brindes.",,Alisson Delatim,2026-09-24,0,,"Catálogo anterior: QA-AUD-90, QA-AUD-91, QA-AUD-93, QA-AUD-120",
QA-045,aud-promocoes,,,E4/E8/E9/E15,,media,interface,Recibo,Receipt,"Abrir recibo de entrega, pré-visualizar, salvar PDF e imprimir fisicamente.","Open the delivery receipt, preview it, save as PDF and print it physically.",Dados de ouvinte/prêmio/data corretos; sem corte de campos/assinatura; impressão física registrada separadamente do PDF.,Correct listener/prize/date data; no clipped fields/signature; physical printing recorded separately from the PDF.,liberada,sim,"- Gerado recibo de entrega.

- Feito a pré-visualização.

- Salvado o PDF em minha maquina local.",,Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-92,
QA-AUD-26,aud-promocoes,/:tenant/audience/draws/new,Frontends/InfoRadio.Front.React/src/features/audience/draw,E4; A-024,Onda 1,alta,funcional,Tratar quem está sem o dado do filtro,Handle listeners missing the filtered data,,,"Dá para incluir ou excluir os não informados, e a tela diz quantos saíram por falta de dado","Not-informed listeners can be included or excluded, and the screen says how many were dropped for missing data",liberada,sim,,- Atualmente não consegui ver os não informados para corrigir o cadastro do ouvinte.,Alisson Delatim,2026-09-24,0,,,
QA-AUD-27,aud-promocoes,/:tenant/audience/draws,Frontends/InfoRadio.Front.React/src/features/audience/draw,E4; A-024,Onda 1,alta,dados,Filtros aplicados ficam gravados no sorteio,The applied filters are stored with the draw,,,"Depois de realizado, o sorteio permite ver que filtros o produziram","Once run, the draw shows which filters produced it",liberada,sim,"- Sim, ficam gravados",,Alisson Delatim,2026-09-24,0,,,
QA-AUD-28,aud-promocoes,/:tenant/audience/draws/new,Frontends/InfoRadio.Front.React/src/features/audience/draw,E4,Onda 1,media,interface,Aviso quando os elegíveis são menos que a quantidade a sortear,Warning when eligible listeners are fewer than the quantity to draw,,,"A tela alerta antes de sortear, em vez de deixar o operador descobrir depois","The screen warns before drawing, instead of letting the operator find out afterwards",liberada,sim,- No card da Segmentação demográfica possui um aviso no rodapé mostrando q quantidade de pesoas elegíveis..,,Alisson Delatim,2026-09-24,0,,,
QA-AUD-29,aud-promocoes,/:tenant/audience/draws/new,Frontends/InfoRadio.Front.React/src/features/audience/draw,E9; A-034,Onda 1,alta,funcional,Escolher entre sorteio único e recorrente no topo do cadastro,Choose single or recurring at the top of the form,,,"A decisão é tomada antes de preencher, sem pergunta depois de salvar","The decision comes before filling the form, with no question after saving",liberada,sim,- É possível do usuário escolher o sorteio único ou recorrente no cadastro do sorteio.,,Alisson Delatim,2026-09-24,0,,,
QA-AUD-30,aud-promocoes,/:tenant/audience/draws/new,Frontends/InfoRadio.Front.React/src/features/audience/draw,E9; A-034,Onda 1,alta,funcional,Configurar a recorrência na própria tela,Configure the recurrence on the same screen,,,"Diário, semanal e mensal são definidos sem abrir modal separado","Daily, weekly and monthly are set without opening a separate modal",liberada,sim,"- Está alternando a recorrência entre diário, semanal e mensal.",,Alisson Delatim,2026-09-24,0,,,
QA-AUD-32,aud-promocoes,/:tenant/audience/draws/new,Frontends/InfoRadio.Front.React/src/features/audience/draw,E9; A-034,Onda 1,alta,funcional,Editar e remover ocorrências antes de salvar,Edit and remove occurrences before saving,,,Alterar data ou hora de uma ocorrência e remover outra vale: o salvo é a lista final exibida,Changing an occurrence date or time and removing another sticks: what is saved is the final list shown,liberada,sim,- É possível editar e remover o sorteio.,,Alisson Delatim,2026-09-24,0,,,
QA-AUD-34,aud-promocoes,/:tenant/audience/draws/new,Frontends/InfoRadio.Front.React/src/features/audience/draw,E9; A-034,Onda 1,media,funcional,Filtro de período nos três modos,Period filter in its three modes,,,"Promoção inteira, do dia do sorteio e personalizado produzem conjuntos elegíveis diferentes","Whole promotion, draw day and custom produce different eligible sets",liberada,sim,- No sorteio possui filtro para pegar participante somente do período menor que da promoção por fragmentar vários sorteios dentro de um período da promoção. ,,Alisson Delatim,2026-09-24,0,,,
QA-AUD-35,aud-promocoes,/:tenant/audience/draws/edit/:id,Frontends/InfoRadio.Front.React/src/features/audience/draw,E9,Onda 1,media,funcional,Editar uma ocorrência afeta só ela,Editing one occurrence affects only that one,,,Alterar uma ocorrência já criada não muda as demais da série,Changing an already created occurrence does not change the others in the series,liberada,sim,- Não desconfigura os outros sorteios.,,Alisson Delatim,2026-09-24,0,,,
QA-AUD-39,aud-promocoes,/:tenant/audience/draws/edit/:drawId/make-draw,Services/Audience/InfoRadio.Audience.Domain,E15; A-035,Onda 1,alta,dados,Nenhum ouvinte é sorteado duas vezes no mesmo sorteio,No listener is drawn twice in the same draw,,,"Os ganhadores são pessoas distintas, mesmo quando a quantidade a sortear é alta","The winners are distinct people, even when the quantity to draw is high",liberada,sim,- Se ouvinte ganhou ele fica bloqueado e não consegue participar da mesma promoção ou em promoção diferentes,,Alisson Delatim,2026-09-24,0,,,
QA-AUD-40,aud-promocoes,/:tenant/audience/draws,Services/Audience/InfoRadio.Audience.Domain,E15; A-035,Onda 1,media,dados,Opção de ouvinte único fica registrada para auditoria,The unique-listener option is recorded for audit,,,"O sorteio guarda se a opção estava ligada, tornando o resultado reproduzível","The draw records whether the option was on, making the result reproducible",liberada,sim,"- Sim, ao marcar o parâmetro o sorteio considera somente uma participação para o sorteio",,Alisson Delatim,2026-09-24,0,,,
QA-AUD-94,aud-promocoes,/:tenant/audience/prizes,Frontends/InfoRadio.Front.React/src/features/audience/prize,E8,Onda 1,media,funcional,Aviso de estoque mínimo do brinde,Minimum stock warning for the prize,,,Ao atingir o mínimo configurado o operador é avisado antes de reservar mais,When the configured minimum is reached the operator is warned before reserving more,liberada,sim,"- Na atribuição do brinde se o estou for menor que a quantidade mínima, não deixa reservar o brinde a promoção.",,Alisson Delatim,2026-09-24,0,,,
QA-AUD-95,aud-promocoes,/:tenant/audience/draws/edit/:drawId/make-draw,Services/Audience/InfoRadio.Audience.Domain,E8,Onda 1,alta,dados,Ganhador entra no bloqueio automático,The winner enters the automatic block,,,"Depois de ganhar, o ouvinte fica bloqueado pelo prazo configurado e não é sorteado de novo","After winning, the listener is blocked for the configured period and is not drawn again",liberada,sim,- Ganhador fica bloqueio pelo menos 1 dias em diante de acordo com que usuário escolheu,,Wendel Côrtes Martins,2026-09-24,0,,,
QA-046,aud-relatorios,,,E2/E3; AUD-04/05/06/09/19; TEC-04,,alta,dados,Conciliação geral,Overall reconciliation,"Usar período com dois ouvintes, três participações de um e uma do outro; comparar cards, tabelas e relatórios.","Use a period with two listeners, three participations from one and one from the other; compare cards, tables and reports.",Quatro participações e dois ouvintes distintos no mesmo escopo; filtros de estação/período/programa/promoção coerentes.,Four participations and two distinct listeners in the same scope; station/period/program/promotion filters consistent.,nao_testado,nao,,,,,0,,,
QA-047,aud-relatorios,,,E2/E3; AUD-04/05/06/09/19; TEC-04,,alta,dados,Base ativa rolante,Rolling active base,"Semear ouvintes com última atividade há 10, 40 e 100 dias; mudar ActiveListenerDays de 30 para 90; mudar período do relatório.","Seed listeners with last activity 10, 40 and 100 days ago; change ActiveListenerDays from 30 to 90; change the report period.","Base ativa varia de 1 para 2 nessa massa isolada; janela conta a partir de agora, não do período escolhido; demais métricas mantêm seu contrato de período.","Active base goes from 1 to 2 in this isolated test data; the window counts from now, not from the chosen period; other metrics keep their period contract.",nao_testado,nao,,,,,0,,,
QA-048,aud-relatorios,,,E2/E3; AUD-04/05/06/09/19; TEC-04,,media,dados,Série diária,Daily series,Selecionar período com dias sem atividade; solicitar mais de 366 dias e comparar resposta BFF/gráfico.,Select a period with days without activity; request more than 366 days and compare the BFF response/chart.,Dias vazios aparecem com zero; série limita aos últimos 366 dias e informa DailyTruncated; totais não são confundidos com recorte da série.,Empty days appear as zero; the series is limited to the last 366 days and reports DailyTruncated; totals are not confused with the series cutoff.,nao_testado,nao,,,,,0,,,
QA-049,aud-relatorios,,,E2/E3; AUD-04/05/06/09/19; TEC-04,,alta,funcional,Cockpit de programa,Program cockpit,"No programa, criar três participações de A via WhatsApp e uma de B via Telegram; conferir KPIs e Top N.","In the program, create three participations from A via WhatsApp and one from B via Telegram; check KPIs and Top N.","Dois ouvintes distintos, WhatsApp predominante e A no topo; alterar Top N configura quantidade; dados ficam na fileira existente, sem exigir hero do mockup.","Two distinct listeners, WhatsApp predominant and A on top; changing Top N sets the quantity; data stays in the existing row, without requiring the mockup hero.",nao_testado,nao,,,,,0,,,
QA-050,aud-relatorios,,,E2/E3; AUD-04/05/06/09/19; TEC-04,,media,funcional,Relatórios de ouvintes,Listener reports,"Conferir aniversariantes, bloqueados por origem, ganhadores e demografia; incluir nascimento ausente e faixas nos limites.","Check birthdays, blocked by source, winners and demographics; include missing birth date and ranges at the boundaries.",Filtros e colunas coerentes; ausência de dado não vira data 0001/idade absurda; anonimização respeitada.,Consistent filters and columns; missing data does not become a 0001 date/absurd age; anonymization respected.,nao_testado,nao,,,,,0,,"Catálogo anterior: QA-AUD-78, QA-AUD-79, QA-AUD-80, QA-AUD-81, QA-AUD-85",
QA-051,aud-relatorios,,,E2/E3; AUD-04/05/06/09/19; TEC-04,,media,funcional,Rankings,Rankings,"Conferir ouvintes, programas, promoções e músicas; alternar música/artista e Top N; comparar export.","Check listeners, programs, promotions and songs; toggle song/artist and Top N; compare the export.","Agrupamentos/filtros corretos, sem misturar música com artista; export respeita escopo explicitado pela interface.","Correct groupings/filters, without mixing song with artist; export respects the scope made explicit by the interface.",nao_testado,nao,,,,,0,,"Catálogo anterior: QA-AUD-82, QA-AUD-88","QA-AUD-88 (catálogo anterior): Bloqueado por A-008 (pedido musical de catálogo), que depende da API nova do InfoAudio"
QA-052,aud-relatorios,,,E2/E3; AUD-04/05/06/09/19; TEC-04,,alta,dados,Export seguro de ouvintes,Secure listener export,"Exportar layouts Complete e Import com acentos, aspas, quebra de linha e texto começando por =; incluir opt-out/anonimizado.","Export the Complete and Import layouts with accents, quotes, line breaks and text starting with =; include opt-out/anonymized.",CSV válido com BOM/escaping e neutralização de fórmula; exclusões de privacidade respeitadas; layout Import utilizável na reimportação.,Valid CSV with BOM/escaping and formula neutralization; privacy exclusions respected; Import layout usable for reimport.,nao_testado,nao,,,,,0,,Catálogo anterior: QA-AUD-127,
QA-053,aud-relatorios,,,E2/E3; AUD-04/05/06/09/19; TEC-04,,alta,dados,"Teto, cancelamento e auditoria","Cap, cancellation and audit","Forçar teto de linhas, cancelar download e simular falha de auditoria com Dev; verificar headers e temporários.","Force the row cap, cancel the download and simulate an audit failure with Dev; check headers and temporary files.",X-Export-Row-Count/X-Export-Truncated coerentes; cancelamento/falha libera arquivo temporário; falha de auditoria impede entrega.,X-Export-Row-Count/X-Export-Truncated consistent; cancellation/failure releases the temporary file; an audit failure prevents delivery.,nao_testado,nao,,,,,0,,,
QA-054,aud-relatorios,,,E2/E3; AUD-04/05/06/09/19; TEC-04,,media,dados,Semântica do log de export,Export log semantics,Concluir preparação e interromper transmissão; abrir trilha de exportações.,Complete the preparation and interrupt the transmission; open the export trail.,"Completed representa preparação concluída, não recebimento pelo usuário. CSV é preparado em disco antes da transmissão, sem promessa de streaming direto do banco.","Completed means preparation finished, not receipt by the user. The CSV is prepared on disk before transmission, with no promise of direct streaming from the database.",nao_testado,nao,,,,,0,,,
QA-055,aud-relatorios,,,E2/E3; AUD-04/05/06/09/19; TEC-04,,alta,permissao,Rota legada removida,Removed legacy route,"Usar export atual no navegador; com Dev, repetir requisição à antiga rota dashboard de ouvintes.","Use the current export in the browser; with Dev, repeat the request to the old listeners dashboard route.",Fluxo atual funciona; rota legada não atende mais nem permite contornar autorização/auditoria do export seguro.,Current flow works; the legacy route no longer responds nor allows bypassing the secure export's authorization/audit.,nao_testado,nao,,,,,0,,,
QA-056,aud-relatorios,,,E2/E3; AUD-04/05/06/09/19; TEC-04,,media,funcional,Export de relatórios,Report export,"Exportar formatos oferecidos em cada relatório; comparar filtros, colunas, valores e abertura do arquivo.","Export the formats offered in each report; compare filters, columns, values and file opening.",Arquivo legível e coerente com o contrato da tela; não cobrar formatos presentes apenas no protótipo de discovery.,File readable and consistent with the screen contract; do not require formats present only in the discovery prototype.,nao_testado,nao,,,,,0,,Catálogo anterior: QA-AUD-86,
QA-AUD-83,aud-relatorios,/:tenant/audience/dashboard/programs,Frontends/InfoRadio.Front.React/src/features/audience/dashboard,E3,Onda 1,media,funcional,Analítico do programa com quebras demográficas,Program analytics with demographic breakdowns,,,"Faixa etária, gênero, bairro e cidade são apresentados para o período escolhido","Age range, gender, neighborhood and city are presented for the chosen period",liberada,sim,"Sim, é apresentado.",,Alisson Delatim,2026-09-24,0,,,
QA-AUD-84,aud-relatorios,/:tenant/audience/dashboard/promotions,Frontends/InfoRadio.Front.React/src/features/audience/dashboard,E3; A-010,Onda 1,media,funcional,"Painel da promoção reúne horários, sorteios e ganhadores","The promotion panel gathers times, draws and winners",,,"A promoção mostra num só lugar o que aconteceu nela, sem pular de tela","The promotion shows in one place what happened in it, with no screen hopping",liberada,sim,"Sim, é apresentado.

URL: https://app-inforadio-frontend-stage.azurewebsites.net/teste/audience/dashboard/promotions?tab=winners",,Alisson Delatim,2026-09-24,0,,,
QA-AUD-89,aud-relatorios,,,E3; A-029,Onda 1,media,funcional,Dashboard de brindes com fila de retirada,Prize dashboard with the pickup queue,,,"Os sorteados aparecem com situação de retirada, contato e documento para conferência","Drawn listeners show with pickup status, contact and document for checking",nao_testado,nao,,,,,0,,,Não localizado na varredura de código de 2026-09-09
QA-057,aud-link,,,E5/E7,,alta,funcional,Link e consentimento,Link and consent,"Ativar recurso em estação de teste, gerar link e abrir em celular sem login; submeter dados e consentimento.","Enable the feature in a test station, generate a link and open it on a phone without login; submit data and consent.",Cadastro/participação criados no escopo correto; consentimento registrado; obrigatórios e texto exibidos.,Record/participation created in the correct scope; consent recorded; required fields and text displayed.,liberada,sim,"- Gerar link publico funcionando.

- Não precisa de login.

- Formulário enviando apenas dados necessários para concorrer a promoção/sorteio.",,Alisson Delatim,2026-09-24,0,,"Catálogo anterior: QA-AUD-42, QA-AUD-43",
QA-058,aud-link,,,E5/E7,,alta,permissao,Limites e link inválido,Limits and invalid link,"Reenviar mesma pessoa; usar link expirado/revogado, promoção fora de vigência e token adulterado.","Resubmit the same person; use an expired/revoked link, a promotion outside its validity period and a tampered token.",Limite por pessoa aplicado conforme configuração; links inválidos recusados sem revelar dados de terceiros.,Per-person limit applied according to configuration; invalid links rejected without revealing third-party data.,liberada,sim,"- Link publico revogado não há como usuário participar  da promoção/sorteio.

","- Criar validação pelo nome da pessoa + numero de telefone, atualmente a verificação da mesma pessoa somente por telefone. Se a pessoa tiver mais de um numero de telefone ele pode participar mais de uma vez pelo link publico.",Alisson Delatim,2026-09-24,0,,Catálogo anterior: QA-AUD-44,
QA-059,aud-link,,,E5/E7,,alta,integracao,Proteção de tráfego,Traffic protection,"Com Ops, executar roteiro de rate limit em ambiente preparado atrás do proxy real.","With Ops, run the rate limit script in an environment prepared behind the real proxy.",IP efetivo e limites comprovados; teste que só observa IP do proxy não homologa proteção por cliente.,Effective IP and limits proven; a test that only sees the proxy IP does not certify per-client protection.,nao_implementada,sim,,Verificar com desenvolvedor se foi implementado.,Alisson Delatim,2026-09-24,0,,,
QA-060,aud-link,,,E5/E7,,alta,integracao,Aviso de ganhador,Winner notice,"Sortear com canais e templates configurados; conferir fila, envio, histórico e caixa/telefone destinatário de teste.","Run a draw with channels and templates configured; check the queue, sending, history and the test recipient's inbox/phone.",Destinatário e conteúdo corretos; aceitação pelo provedor e entrega real registradas separadamente.,Correct recipient and content; acceptance by the provider and actual delivery recorded separately.,liberada,sim,"- Disparo de lembrete via e-mail funciona corretamente ao ser reservado o brinde. 

- Disparo de lembrete via integração com a meta funciona corretamente ao ser reservado o brinde. ",- Disparo de lembrete via integração broker da YOUON não funciona corretamente ao ser reservado o brinde. ,Alisson Delatim,2026-09-24,0,,"Catálogo anterior: QA-AUD-60, QA-AUD-61, QA-AUD-62, QA-AUD-65",
QA-061,aud-link,,,E5/E7,,media,funcional,Lembrete e retirada,Reminder and pickup,Gerar aviso pendente; registrar retirada antes do próximo lembrete; tentar envio repetido.,Generate a pending notice; record the pickup before the next reminder; try a repeated send.,Lembretes futuros cancelados conforme regra; sem duplicação indevida; histórico preservado.,Future reminders canceled according to the rule; no improper duplication; history preserved.,nao_testado,nao,,,Alisson Delatim,2026-09-24,0,,"Catálogo anterior: QA-AUD-63, QA-AUD-64",
QA-062,aud-link,,,E5/E7,,media,integracao,Falhas de provedor,Provider failures,Usar configuração de teste sem template aprovado/credencial válida e simular recibos de status.,Use a test configuration without an approved template/valid credential and simulate status receipts.,Erro/rejeição visível e rastreável; nenhum falso entregue; falta de HSM/Meta é dependência de ambiente.,Error/rejection visible and traceable; no false delivered status; lack of HSM/Meta is an environment dependency.,nao_testado,nao,,,Alisson Delatim,2026-09-24,0,,,
